"","load","honeycomb_mode","ipa_bound","bound","ipa_consistency","lease","condition","mix","read_lat_mean","read_lat_median","read_lat_p95","read_lat_p99","read_rate","incr_lat_mean","incr_lat_median","incr_rate","overall_latency_mean","read_strong_fraction"
"182",2048,"flat5","consistency:weak","weak/strong","strong","200ms",NA,"default",8.17030655888,5.603558,6.88119,146.170515,6613.55494975,25.8942157555,25.811186,1653.20034817,11.715088398204,0
"183",2048,"normal","consistency:weakwrite","weak","strong","200ms",NA,"default",22.034686906,17.332021,24.032984,210.644897,6444.58006813,39.2719052474,43.015999,1614.32661992,25.48213057428,0
"184",2048,"slowpoke_flat","consistency:weakwrite","weak","strong","200ms",NA,"default",15.9407247082,11.2553,17.199001,198.88042,6374.20403749,73.6072875008,33.30008,1587.93431919,27.47403726672,0
"185",2048,"google","consistency:weakwrite","weak","strong","200ms",NA,"default",63.3386035938,52.510845,172.691852,256.562213,5147.94813594,165.699910002,173.392726,1289.62461396,83.81086487544,0
"187",2048,"flat5","consistency:weakwrite","weak","strong","200ms",NA,"default",9.79614595302,5.67162,8.037861,190.278654,6481.72800769,15.6702912751,15.600884,1625.82220794,10.970975017436,0
"188",2048,"normal","latency:50ms","latency: 50ms","strong","200ms",NA,"default",49.8134994731,49.208488,50.098653,143.28868,3211.72238728,68.3466415598,69.738717,799.594708476,53.52012789044,0.509607890702824
"189",2048,"slowpoke_flat","latency:50ms","latency: 50ms","strong","200ms",NA,"default",51.8451340207,36.276245,147.399947,221.087634,2946.19286289,136.211447448,59.131168,743.356479448,68.71839670616,0.67192367164915
"190",2048,"google","latency:50ms","latency: 50ms","strong","200ms",NA,"default",124.711518479,120.823149,305.947805,441.615518,2661.90818607,372.580326471,360.177782,660.321239772,174.2852800774,0
"192",2048,"flat5","latency:50ms","latency: 50ms","strong","200ms",NA,"default",18.679797425,15.868789,26.279242,85.98028,3357.50704302,25.5105946125,25.784994,839.289978271,20.0459568625,0.975215267039813
"193",2048,"normal","latency:10ms","latency: 10ms","strong","200ms",NA,"default",15.8664853516,15.778718,21.116755,23.490529,3317.93059055,60.776364079,65.138779,831.481088213,24.84846109708,0
"194",2048,"slowpoke_flat","latency:10ms","latency: 10ms","strong","200ms",NA,"default",15.274482036,10.909592,25.140615,168.347955,3305.80091979,122.168881166,54.891083,828.64432657,36.653361862,0
"195",2048,"google","latency:10ms","latency: 10ms","strong","200ms",NA,"default",115.36357424,116.076196,295.367678,332.170024,2664.84894101,367.803947219,362.481893,668.86986279,165.8516488358,0
"197",2048,"flat5","latency:10ms","latency: 10ms","strong","200ms",NA,"default",7.8072808651,5.664324,6.821724,127.641211,3337.34800499,24.5881763168,25.85507,830.544595883,11.16345995544,0.00852091950365893
"198",4096,"normal","tolerance:0.1","error: 10%","strong","200ms","Normal (high load)","default",10.6869732951,10.819617,18.840186,23.208009,5860.97278051,33.6077355696,36.062426,1453.40207694,15.27112575,0
"199",4096,"slowpoke_flat","tolerance:0.1","error: 10%","strong","200ms",NA,"default",17.0817128373,10.282628,100.2971,101.128668,5792.56309059,80.0651787626,32.318664,1453.87903991,29.67840602236,0
"200",4096,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"default",979.002607444,819.41149,2539.961925,3299.343936,2820.78454617,1439.97982734,1195.9633,701.456032619,1071.1980514232,0
"202",4096,"normal","tolerance:0.05","error: 5%","strong","200ms","Normal (high load)","default",10.605483932,10.382214,18.9913,23.172725,5870.3664783,36.4282317788,36.641138,1465.90238122,15.77003350136,0
"204",4096,"flat5","tolerance:0.05","error: 5%","strong","200ms","High load","default",5.46388441308,5.306435,6.06568,6.204406,5659.46360713,15.3205419062,16.034008,1415.63121027,7.435215911704,0
"205",4096,"normal","consistency:strong","strong","strong","200ms","Normal (high load)","default",68.4704400961,53.741387,120.025954,264.782015,6027.3909711,77.3165580207,72.780345,1512.07432909,70.23966368102,1
"206",4096,"slowpoke_flat","consistency:strong","strong","strong","200ms",NA,"default",157.714513813,146.28602,335.004608,808.15656,3803.38234549,215.741664342,233.66591,950.108413765,169.3199439188,1
"207",4096,"google","consistency:strong","strong","strong","200ms",NA,"default",1073.39506439,999.082964,1828.627262,2016.38105,1137.72954355,1137.29439546,1037.913419,284.19696696,1086.174930604,1
"209",4096,"flat5","consistency:strong","strong","strong","200ms","High load","default",21.8371663739,16.132379,27.197383,217.317128,6301.76367887,25.5070666297,25.910309,1578.3850291,22.57114642506,1
"210",4096,"normal","consistency:weak","weak/strong","strong","200ms","Normal (high load)","default",19.9014079772,17.530827,23.47895,140.749394,6559.37466721,66.3620785633,67.75647,1632.89909935,29.19354209442,0
"211",4096,"slowpoke_flat","consistency:weak","weak/strong","strong","200ms",NA,"default",26.09623592,10.844502,143.29483,214.226647,5905.61830437,128.956404446,54.54619,1486.31250241,46.6682696252,0
"212",4096,"google","consistency:weak","weak/strong","strong","200ms",NA,"default",159.871293689,151.883455,326.324265,479.415879,4170.35498353,410.132062838,383.452622,1039.49801889,209.9234475188,0
"214",4096,"flat5","consistency:weak","weak/strong","strong","200ms","High load","default",10.2524459368,5.614752,6.582289,217.43929,6507.62661763,25.1329202968,25.800286,1620.78418341,13.2285408088,0
"215",4096,"normal","consistency:weakwrite","weak","strong","200ms","Normal (high load)","default",21.6657278619,17.591679,24.052288,208.858021,6543.24304375,41.0972393548,44.354425,1642.23907673,25.55203016048,0
"216",4096,"slowpoke_flat","consistency:weakwrite","weak","strong","200ms",NA,"default",17.1426959808,10.938561,34.197039,174.189536,6280.90639269,71.8960711775,32.326724,1571.51166297,28.09337102014,0
"217",4096,"google","consistency:weakwrite","weak","strong","200ms",NA,"default",59.1104143925,32.400459,173.196478,303.489601,5144.5284292,161.373805068,164.113345,1286.78065396,79.5630925276,0
"219",4096,"flat5","consistency:weakwrite","weak","strong","200ms","High load","default",9.70680521544,5.573554,6.220641,170.769675,6570.5116458,15.7703629129,15.529157,1641.16590149,10.919516754932,0
"220",4096,"normal","latency:50ms","latency: 50ms","strong","200ms","Normal (high load)","default",49.1850733989,48.701512,50.107197,151.640674,3140.07716468,69.3232056162,69.919661,778.598963507,53.21269984236,0.510022542141134
"221",4096,"slowpoke_flat","latency:50ms","latency: 50ms","strong","200ms",NA,"default",44.7978233667,35.331566,103.030729,211.999291,3104.72341489,127.185104635,56.556213,776.389333837,61.27527962036,0.702296344083728
"222",4096,"google","latency:50ms","latency: 50ms","strong","200ms",NA,"default",115.841472075,113.398894,327.553027,441.656454,2665.51834969,362.741729303,353.896124,662.650583103,165.2215235206,0
"224",4096,"flat5","latency:50ms","latency: 50ms","strong","200ms","High load","default",19.2592879049,15.905836,26.350783,157.510841,3275.49618377,25.0894393055,25.812703,826.529042366,20.42531818502,0.97508812089782
"225",4096,"normal","latency:10ms","latency: 10ms","strong","200ms","Normal (high load)","default",15.8031371272,15.44839,21.542515,25.705842,3264.66985329,60.2850480039,64.434595,816.340310035,24.69951930254,0
"226",4096,"slowpoke_flat","latency:10ms","latency: 10ms","strong","200ms",NA,"default",15.3601384988,10.90195,16.250765,166.799589,3322.92325312,117.752394787,53.95493,831.650820246,35.83858975644,0
"227",4096,"google","latency:10ms","latency: 10ms","strong","200ms",NA,"default",119.728307579,114.507971,309.788438,463.805763,2715.24164301,374.545827556,361.57838,683.459940362,170.6918115744,6.09659444234451e-06
"229",4096,"flat5","latency:10ms","latency: 10ms","strong","200ms","High load","default",7.30029244917,5.651709,6.355017,51.213572,3258.43126106,24.3442563186,25.846192,813.865874943,10.709085223056,0.00843727259311278
"230",128,"normal","tolerance:0.1","error: 10%","strong","200ms",NA,"default",10.418827525,10.412548,19.01951,22.573411,5203.63160817,34.7754589707,36.237685,1291.3386624,15.29015381414,0
"231",128,"slowpoke_flat","tolerance:0.1","error: 10%","strong","200ms",NA,"default",16.5099609366,10.389025,100.39274,101.310797,2619.64222172,91.8737179482,35.038981,652.754638071,31.58271233892,0
"232",128,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"default",53.5160483407,2.08255,170.954758,256.443334,850.494850804,282.792349949,183.471,212.872422514,99.37130866236,0
"233",128,"flat5","tolerance:0.1","error: 10%","strong","200ms","Uniform
(5ms)","default",5.45219606524,5.302154,6.068255,6.181954,5746.39665991,14.7817436464,15.949278,1440.2242645,7.318105581472,0
"234",128,"normal","tolerance:0.05","error: 5%","strong","200ms",NA,"default",10.3745083334,10.245522,18.194806,22.665216,4782.27857357,41.6112787256,37.665374,1189.36092172,16.62186241184,0
"235",128,"slowpoke_flat","tolerance:0.05","error: 5%","strong","200ms",NA,"default",20.336184979,10.443364,101.14431,101.466129,1957.76075002,138.039428565,126.805551,486.063241504,43.8768336962,0
"236",128,"google","tolerance:0.05","error: 5%","strong","200ms",NA,"default",53.434924386,2.324636,169.099125,333.026155,562.265499913,447.132242006,406.568203,141.781349219,132.17438791,0
"238",128,"flat5","tolerance:0.05","error: 5%","strong","200ms","Uniform
(5ms)","default",5.48448649458,5.30961,6.076011,6.25559,5288.68575265,19.1834819939,16.068677,1325.70911403,8.224285594444,0
"239",128,"normal","consistency:strong","strong","strong","200ms",NA,"default",47.9515229086,44.125726,81.288991,100.520063,1987.25301803,59.7884154144,64.108445,494.011396725,50.31890140976,1
"240",128,"slowpoke_flat","consistency:strong","strong","strong","200ms",NA,"default",42.3375561544,37.919217,60.046696,183.199121,1701.53383748,119.780238464,58.870269,423.031047025,57.82609261632,1
"241",128,"google","consistency:strong","strong","strong","200ms",NA,"default",174.733629753,127.24693,344.43294,439.128885,509.227401905,294.14243192,250.355924,129.000998252,198.6153901864,1
"243",128,"flat5","consistency:strong","strong","strong","200ms","Uniform
(5ms)","default",17.8290882167,16.354637,27.508579,30.960048,4694.60755464,22.989436546,26.155364,1165.17889677,18.86115788256,1
"244",128,"normal","consistency:weak","weak/strong","strong","200ms",NA,"default",16.1598045222,15.891896,21.437962,24.34367,3491.23445945,60.7875144576,65.187332,868.050908017,25.08534650928,0
"245",128,"slowpoke_flat","consistency:weak","weak/strong","strong","200ms",NA,"default",12.8211775175,10.995976,17.261222,35.516217,2715.4026993,120.06378829,56.670493,686.557821935,34.269699672,0
"246",128,"google","consistency:weak","weak/strong","strong","200ms",NA,"default",3.1175875098,1.83817,2.468248,2.882094,1913.13354965,242.250960325,240.779291,479.394326804,50.94426207284,0
"248",128,"flat5","consistency:weak","weak/strong","strong","200ms","Uniform
(5ms)","default",6.85975297031,5.765476,6.759051,7.67611,6283.89735007,22.7619304624,25.88496,1568.94095611,10.040188468728,0
"249",128,"normal","consistency:weakwrite","weak","strong","200ms",NA,"default",16.7716350515,16.103502,22.486355,38.9867,3919.31955198,36.4909020595,41.519667,982.76239144,20.7154884531,0
"250",128,"slowpoke_flat","consistency:weakwrite","weak","strong","200ms",NA,"default",13.6827203083,10.853137,16.816836,70.157455,3672.39401459,64.7008688574,32.940175,920.998201624,23.88635001812,0
"251",128,"google","consistency:weakwrite","weak","strong","200ms",NA,"default",3.21791109258,1.777797,2.408344,27.280405,4104.93721024,103.559265329,118.660344,1031.6971771,23.286181939864,0
"253",128,"flat5","consistency:weakwrite","weak","strong","200ms","Uniform
(5ms)","default",6.51942147101,5.698926,6.48811,8.326608,6429.72967998,12.3546628655,15.578301,1605.61377303,7.686469749908,0
"254",128,"normal","latency:50ms","latency: 50ms","strong","200ms",NA,"default",44.5656755732,45.739225,50.018733,50.117968,1854.2536258,60.6940148654,64.775032,470.931440484,47.79134343164,0.671165896434286
"255",128,"slowpoke_flat","latency:50ms","latency: 50ms","strong","200ms",NA,"default",37.9550711229,35.306111,49.895654,92.759624,1680.21612364,121.023947445,56.591119,418.772906498,54.56884638732,0.869827492890109
"256",128,"google","latency:50ms","latency: 50ms","strong","200ms",NA,"default",18.5304772107,1.986888,111.915236,178.799503,1452.33152329,255.546120432,239.562288,363.687214544,65.93360585496,0.00270482208407678
"258",128,"flat5","latency:50ms","latency: 50ms","strong","200ms","Uniform
(5ms)","default",18.2667959289,16.014451,27.014402,34.696466,3218.26047379,23.6328846003,25.830936,805.708907571,19.34001366318,0.990613376196511
"259",128,"normal","latency:10ms","latency: 10ms","strong","200ms",NA,"default",15.6212043489,15.272566,21.521701,24.17805,3065.09127037,59.2490462905,63.017713,768.53691546,24.34677273722,0
"260",128,"slowpoke_flat","latency:10ms","latency: 10ms","strong","200ms",NA,"default",12.2451438844,10.86234,13.783832,31.948939,2617.33320733,120.80278308,55.265122,652.322661501,33.95667172352,0
"261",128,"google","latency:10ms","latency: 10ms","strong","200ms",NA,"default",4.06989654954,1.797135,2.421376,114.63742,1860.64426242,240.105861024,238.059209,465.83836063,51.277089444432,0
"263",128,"flat5","latency:10ms","latency: 10ms","strong","200ms","Uniform
(5ms)","default",6.15304253744,5.66772,6.399903,7.531808,3212.00521564,24.1143256476,25.879235,806.205395506,9.745299159472,0.00388259286986602
"264",512,"normal","tolerance:0.1","error: 10%","strong","200ms","Normal","default",10.5914403328,10.516751,18.338973,22.398158,5870.95393082,33.7813397213,36.59938,1468.19821456,15.2294202105,0
"265",512,"slowpoke_flat","tolerance:0.1","error: 10%","strong","200ms","Slow replica","default",14.6237523333,10.286849,31.332678,101.049467,5590.5970914,80.4819102183,32.44934,1397.36120844,27.7953839103,0
"266",512,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"default",48.8155218076,1.580208,167.508634,339.108506,4527.74856118,186.240008322,130.173847,1126.36181811,76.30041911048,0
"268",512,"normal","tolerance:0.05","error: 5%","strong","200ms","Normal","default",10.475431841,10.201151,18.506864,21.854796,5877.59231756,36.0265525354,36.795882,1472.71892795,15.58565597988,0
"269",512,"slowpoke_flat","tolerance:0.05","error: 5%","strong","200ms","Slow replica","default",16.7889551974,10.28831,100.273284,101.1484,5568.22545375,95.9811909371,34.045642,1391.71661109,32.62740234534,0
"270",512,"google","tolerance:0.05","error: 5%","strong","200ms",NA,"default",48.9075947341,1.629153,167.778377,175.413994,4095.25854801,218.002264523,169.364589,1020.47749836,82.72652869188,0
"272",512,"flat5","tolerance:0.05","error: 5%","strong","200ms",NA,"default",5.46227837705,5.302149,6.080955,6.21262,5797.06981475,15.7778998198,15.942894,1461.94982191,7.5254026656,0
"273",512,"normal","consistency:strong","strong","strong","200ms","Normal","default",59.753072759,49.552157,110.264703,127.957222,5567.96870408,65.8737511048,71.272613,1387.32455125,60.97720842816,1
"274",512,"slowpoke_flat","consistency:strong","strong","strong","200ms","Slow replica","default",81.9432269929,74.723545,164.308226,361.101593,3380.75113072,149.048394769,104.865028,838.394802445,95.36426054812,1
"275",512,"google","consistency:strong","strong","strong","200ms",NA,"default",319.534945962,323.254442,564.970494,656.016128,1154.73887641,414.516250191,405.940376,287.511108191,338.5312068078,1
"277",512,"flat5","consistency:strong","strong","strong","200ms",NA,"default",20.6811020069,16.241731,27.136765,191.644756,6395.23223797,24.5218117612,25.948581,1600.17495857,21.44924395776,1
"278",512,"normal","consistency:weak","weak/strong","strong","200ms","Normal","default",19.3799659397,17.425266,23.33943,126.764895,6332.52539747,65.0023869595,69.162429,1583.67828918,28.50445014366,0
"279",512,"slowpoke_flat","consistency:weak","weak/strong","strong","200ms","Slow replica","default",34.6275836753,22.626727,85.051765,192.043337,4421.63945862,143.777291763,82.083625,1105.53624597,56.45752529284,0
"280",512,"google","consistency:weak","weak/strong","strong","200ms",NA,"default",67.1666394784,52.304752,121.746411,238.444812,3116.55777236,319.218673781,299.358738,783.115587698,117.57704633892,0
"282",512,"flat5","consistency:weak","weak/strong","strong","200ms",NA,"default",9.46788592087,5.664011,8.120919,174.875289,6450.04976392,23.8985596975,25.833426,1614.4509267,12.354020676196,0
